expenditure_date,payee_name,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x14
5/12/22,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
5/9/22,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
5/4/22,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,547.27,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
5/2/22,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
4/25/22,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
4/18/22,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
4/12/22,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
4/7/22,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
4/4/22,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
4/4/22,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,309.94,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
3/28/22,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
3/22/22,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
3/17/22,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
3/14/22,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
3/14/22,Facebook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,400,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
3/16/22,Facebook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,250,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
3/16/22,Facebook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
3/17/22,Facebook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,150,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
3/17/22,Facebook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,400,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
3/20/22,Facebook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
3/22/22,Facebook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,400,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
3/30/22,Facebook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
4/1/22,Facebook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,400,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
4/3/22,Facebook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
4/6/22,Facebook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
4/7/22,Facebook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,550,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
4/8/22,Facebook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
4/18/22,Facebook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,450,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
4/19/22,Facebook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
4/19/22,Facebook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
4/20/22,Facebook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
5/1/22,Facebook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,250,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
5/1/22,Facebook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,100,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
5/2/22,Facebook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
5/2/22,Facebook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
5/7/22,Facebook,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,150,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/3/22,Gabby Howard,532 S Marylyn Ave  Essex  Maryland 21221,Business/Group/Organization,100,McDonough  Valerie Friends for,Media,Graphic Design,NA,Check,NA,Electoral,NA,NA
4/18/22,WIXCOM,500 Terry A Francois Boulevard  Sixth Floor  San Francisco  California 94158,Business/Group/Organization,24.38,Wilson  Sean Michael  Friends of,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
4/21/22,GoDaddy.com LLC,2299 w. Obispo Ave  #201  Gilbert  Arizona 85233,Business/Group/Organization,6.35,Wilson  Sean Michael  Friends of,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
2/3/22,Kia Hicks,1312 Palmer Road  Fort Washington  Maryland 20744,Individual,3200,Muse  C. Anthony Committee to Re-elect,Media,Videos,NA,Wire Transfer,NA,Electoral,Free Mind TV,NA
4/19/22,Kia Hicks,1312 Palmer Road  Fort Washington  Maryland 20744,Individual,1600,Muse  C. Anthony Committee to Re-elect,Media,Videos,NA,EFT,NA,Electoral,Free Mind TV,NA
6/13/22,Bethesda Magazine,6116 Executive Blvd.  #740  North Bethesda  Maryland 20852,Business/Group/Organization,913,Glass  Evan Neighbors of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
6/1/22,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,49.37,Diggs  Dylan for County Council,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
5/2/22,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,34.2,Diggs  Dylan for County Council,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
4/2/22,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15.51,Diggs  Dylan for County Council,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
3/1/22,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,35.41,Diggs  Dylan for County Council,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
3/17/22,Warehouse Cinema,1301 W Patrick St  Frederick  Maryland 21702,Business/Group/Organization,170.22,Diggs  Dylan for County Council,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2/22/22,Warehouse Cinema,1301 W Patrick St  Frederick  Maryland 21702,Business/Group/Organization,200,Diggs  Dylan for County Council,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
4/20/22,Minuteman Press,892 Largo Center Dr.  Upper Marlboro  Maryland 20774,Business/Group/Organization,206.9,Holmes  Marvin E. Jr. Friends of,Media,Graphic Design,NA,Check,NA,Electoral,Walkcard,NA
5/13/22,Linwood Solomon  VBT,Washington DC  Washington  District Of Columbia 20510,Business/Group/Organization,225,Holmes  Marvin E. Jr. Friends of,Media,Graphic Design,NA,Check,NA,Electoral,Bowie Shoot,NA
5/19/22,Linwood Solomon  VBT,Washington DC  Washington  Maryland 20510,Business/Group/Organization,225,Holmes  Marvin E. Jr. Friends of,Media,Graphic Design,NA,Check,NA,Electoral,Laurel Shoot,NA
5/3/22,Munuteman Press,892 Largo center Dr  Upper Marlboro  Maryland 20774,Business/Group/Organization,884.53,Holmes  Marvin E. Jr. Friends of,Media,Videos,NA,Debit Card,NA,Electoral,NA,NA
4/29/22,Strategic Partners and Media,1851A MCGUCKIAN ST  ANNAPOLIS  Maryland 21401,Business/Group/Organization,7750,Sterling  Jaymi Friends of,Media,Online Advertising,NA,Check,NA,Electoral,NA,NA
5/6/22,Brushfire Technology,po box 77122  fort worth  Texas 76177,Business/Group/Organization,25.1,Fletcher  Heather for Frederick County Board of Education,Media,Videos,NA,Credit Card/MasterCard,NA,Electoral,event fees for movie night,NA
5/10/22,Boom Boom Media Group,3064 Riversview Rd  Riva  Maryland 21140,Business/Group/Organization,1750,Anne Arundel County Democratic Central Committee,Media,Videos,NA,Credit Card/Visa,NA,Electoral,Video ads for dinner.,NA
1/25/22,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,29,Coates  Thomasina Vote,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2/25/22,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,29,Coates  Thomasina Vote,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
3/25/22,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,29,Coates  Thomasina Vote,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
4/25/22,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,29,Coates  Thomasina Vote,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
5/25/22,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,29,Coates  Thomasina Vote,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2/25/22,No Other Name Studios,7817 Highpoint Rd.  Parkville  Maryland 21234,Business/Group/Organization,100,Walton  Jay for Delegate,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
5/31/22,Bluehost-Endurance International Group,1500 North Priest Drive  Suite 200  2nd Floor  Tempe  Arizona 85281,Business/Group/Organization,33.99,Walton  Jay for Delegate,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
8/23/22,Thomas S  Hutchinson,4903 Mallard Cove  Woolford  Maryland 21677,Self (Candidate),108.12,Hutchinson (Thomas) Citizens For,Media,Media - Website Development,NA,NA,NA,Electoral,NA,NA
8/23/22,Thomas S  Hutchinson,4903 Mallard Cove  Woolford  Maryland 21677,Self (Candidate),646.76,Hutchinson (Thomas) Citizens For,Media,Online Advertising,NA,NA,NA,Electoral,NA,NA
6/7/22,Strategic Partners and Media,1851A MCGUCKIAN ST  ANNAPOLIS  Maryland 21401,Business/Group/Organization,14542,Sterling  Jaymi Friends of,Media,Online Advertising,NA,Check,NA,Electoral,NA,NA
1/14/22,Strategic Partners and Media,1851A MCGUCKIAN ST  ANNAPOLIS  Maryland 21401,Business/Group/Organization,12370,Sterling  Jaymi Friends of,Media,Consulting Fees - Media,NA,EFT,NA,Electoral,NA,NA
3/16/22,Strategic Partners and Media,1851A MCGUCKIAN ST  ANNAPOLIS  Maryland 21401,Business/Group/Organization,6500,Sterling  Jaymi Friends of,Media,Online Advertising,NA,Check,NA,Electoral,NA,NA
4/4/22,Jean Creative Solutions,10421 Heatherside Way  Potomac  Maryland 20854,Business/Group/Organization,413,Paylor  Perry Friends of,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
4/6/22,American Technology Consulting,7713 Stoney Creek Ct  Fairfax  Virginia 22039,Business/Group/Organization,875,Paylor  Perry Friends of,Media,Survey/Polls,NA,Debit Card,NA,Electoral,NA,NA
2/9/22,Vision & Purpose Media Productions  L.L.,NA,Business/Group/Organization,1000,Duyile  Remi Friends of,Media,Book/Brochure Advertising,NA,EFT,NA,Electoral,NA,NA
6/27/22,Compete Digital LLC,1317 Potomac Ave SE  Washington  District Of Columbia 20003,Business/Group/Organization,2500,Forde  Lorna Phillips Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
1/29/22,SIAB,P.O. Box 1844  Bel Air  Maryland 21014,Business/Group/Organization,200,Cassilly  Bob Citizens for,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
2/5/22,ROBERT GABRIEL  CASSILLY,112 EAST BROADWAY  BEL AIR  Maryland 21014,Self (Candidate),650,Cassilly  Bob Citizens for,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
2/5/22,Tholander Consulting  LLC,1221 Van Street  SE #722  Washington  District Of Columbia 20003,Business/Group/Organization,2000,Cassilly  Bob Citizens for,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
2/12/22,Facebook Inc.,1601 Willow Rd.  Menlo Park  California 94025,Business/Group/Organization,200,Cassilly  Bob Citizens for,Media,Online Advertising,NA,Check,NA,Electoral,NA,NA
2/20/22,Tholander Consulting  LLC,1221 Van Street  SE #722  Washington  District Of Columbia 20003,Business/Group/Organization,1150,Cassilly  Bob Citizens for,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
4/24/22,Joseph Sliwka,2320 Aquilas Delight  Fallston  Harford  Maryland 21047,Individual,80,Cassilly  Bob Citizens for,Media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,NA,NA
4/24/22,ROBERT GABRIEL  CASSILLY,112 EAST BROADWAY  BEL AIR  Maryland 21014,Self (Candidate),1405.32,Cassilly  Bob Citizens for,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
4/30/22,Burton Research and Strategies,8820 Galax Court  Chapel Hill  North Carolina 27516,Business/Group/Organization,1000,Cassilly  Bob Citizens for,Media,Consulting Fees - General,NA,Check,NA,Electoral,NA,NA
5/7/22,Patch Media,P. O. Box 28762  New York  New York 10087-8762,Business/Group/Organization,550,Cassilly  Bob Citizens for,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
5/7/22,ROBERT GABRIEL  CASSILLY,112 EAST BROADWAY  BEL AIR  Maryland 21014,Self (Candidate),2459.98,Cassilly  Bob Citizens for,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
5/10/22,Tholander Consulting  LLC,1221 Van Street  SE #722  Washington  District Of Columbia 20003,Business/Group/Organization,2000,Cassilly  Bob Citizens for,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
5/13/22,ROBERT GABRIEL  CASSILLY,112 EAST BROADWAY  BEL AIR  Maryland 21014,Self (Candidate),1211.29,Cassilly  Bob Citizens for,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
5/22/22,Jenna Kahl,2805 Oakcrest Avenue  Baltimore  Maryland 21234,Individual,200,Cassilly  Bob Citizens for,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
5/22/22,Harford's Heart,PO Box 1484  Bel Air  Maryland 21014,Business/Group/Organization,1400,Cassilly  Bob Citizens for,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
5/28/22,ROBERT GABRIEL  CASSILLY,112 EAST BROADWAY  BEL AIR  Maryland 21014,Self (Candidate),2154.48,Cassilly  Bob Citizens for,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
6/4/22,ROBERT GABRIEL  CASSILLY,112 EAST BROADWAY  BEL AIR  Maryland 21014,Self (Candidate),1644.49,Cassilly  Bob Citizens for,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
2/2/22,Yocheved Weiss,3315 Midfield Road  Baltimore  Maryland 21208,Individual,2000,Cassilly  Bob Citizens for,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
3/6/22,Tholander Consulting  LLC,1221 Van Street  SE #722  Washington  District Of Columbia 20003,Business/Group/Organization,2000,Cassilly  Bob Citizens for,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
3/12/22,Jenna Kahl,2805 Oakcrest Avenue  Baltimore  Maryland 21234,Individual,200,Cassilly  Bob Citizens for,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
3/12/22,Jim Lockard Photography,9 Dublin Way  Bel Air  Maryland 21014,Business/Group/Organization,300,Cassilly  Bob Citizens for,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
3/12/22,ROBERT GABRIEL  CASSILLY,112 EAST BROADWAY  BEL AIR  Maryland 21014,Self (Candidate),1266.53,Cassilly  Bob Citizens for,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
3/20/22,ROBERT GABRIEL  CASSILLY,112 EAST BROADWAY  BEL AIR  Maryland 21014,Self (Candidate),1604.99,Cassilly  Bob Citizens for,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
3/20/22,Harford's Heart,PO Box 1484  Bel Air  Maryland 21014,Business/Group/Organization,1400,Cassilly  Bob Citizens for,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
3/27/22,ROBERT GABRIEL  CASSILLY,112 EAST BROADWAY  BEL AIR  Maryland 21014,Self (Candidate),900,Cassilly  Bob Citizens for,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
4/3/22,ROBERT GABRIEL  CASSILLY,112 EAST BROADWAY  BEL AIR  Maryland 21014,Self (Candidate),1504.12,Cassilly  Bob Citizens for,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
4/3/22,Tholander Consulting  LLC,1221 Van Street  SE #722  Washington  District Of Columbia 20003,Business/Group/Organization,2000,Cassilly  Bob Citizens for,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
4/10/22,ROBERT GABRIEL  CASSILLY,112 EAST BROADWAY  BEL AIR  Maryland 21014,Self (Candidate),2205.83,Cassilly  Bob Citizens for,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
5/26/22,Franco.nef,17024 Moss Side Ln  Olney  Maryland 20852,Business/Group/Organization,154.65,Martinez  Ashanti  Friends of,Media,Consulting Fees - Media,NA,Debit Card,NA,Electoral,Event Photography,NA
5/3/22,Franco.nef,17024 Moss Side Ln  Olney  Maryland 20852,Business/Group/Organization,154.65,Martinez  Ashanti  Friends of,Media,Consulting Fees - Media,NA,Debit Card,NA,Electoral,Event Photography,NA
