Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Reporting Period,Lobbyist Compensation,Staff Expenses,Office Expenses,Research Expenses,Communications,Witness Fees or Expenses,Other Operating Expenses,Sponsored Event Expenses,Tickets to Events Expenses,Meal & Bev at Meetings,Meal & Bev for Speaking,Meal & Bev for Officials,Gift expenses,Total Expenses
A019696,"Nickerson, Sherry",Old Line Government Affairs LLC,Goodwill Industries of the Chesapeake,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015874,"Nickerson, Sherry",Old Line Government Affairs LLC,National Football League (NFL) c/o MultiState Associates Inc.,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015826,"Nickerson, Sherry",Old Line Government Affairs LLC,AIA Maryland,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019695,"Nickerson, Sherry",Old Line Government Affairs LLC,Goodwill Industries of the Chesapeake,12/20/21-04/30/22,"$36,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$36,000.00"
A015869,"Nickerson, Sherry",Old Line Government Affairs LLC,"Maryland Association of Green Industries, Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015773,"Nickerson, Sherry",Old Line Government Affairs LLC,Cigar Association of america,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A021330,"Nickerson, Sherry",Old Line Government Affairs LLC,Can Manufacturers Institute c/o MultiState Associates,09/06/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015800,"Nickerson, Sherry",Old Line Government Affairs LLC,Liberty Mutual Group Inc.,11/01/21-12/28/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015840,"Nickerson, Sherry",Old Line Government Affairs LLC,"Imperfect Foods, Inc.",11/01/21-04/30/22,"$4,150.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,150.00"
A015872,"Nickerson, Sherry",Old Line Government Affairs LLC,Healthcare Distribution Alliance c/o MultiState Associates,11/01/21-04/30/22,"$14,050.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$14,050.00"
A018656,"Nickerson, Sherry",Old Line Government Affairs LLC,Lori Scott,11/15/21-04/30/22,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A015834,"Nickerson, Sherry",Old Line Government Affairs LLC,Pinpoint US LLC,11/01/21-04/30/22,"$10,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,600.00"
A015830,"Nickerson, Sherry",Old Line Government Affairs LLC,Maryland Green Industry Council,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015838,"Nickerson, Sherry",Old Line Government Affairs LLC,"PuppySpot Group, LLC",11/01/21-04/30/22,"$3,750.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,750.00"
A015827,"Nickerson, Sherry",Old Line Government Affairs LLC,AIA Maryland,05/01/22-10/31/22,"$3,666.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,666.00"
A021270,"Nickerson, Sherry",Old Line Government Affairs LLC,"Baltimore Area Council Boy Scouts of America, Inc.",08/01/22-10/31/22,"$9,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,200.00"
A015873,"Nickerson, Sherry",Old Line Government Affairs LLC,Healthcare Distribution Alliance c/o MultiState Associates,05/01/22-10/31/22,"$5,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,500.00"
A015835,"Nickerson, Sherry",Old Line Government Affairs LLC,Pinpoint US LLC,05/01/22-10/31/22,"$4,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,000.00"
A015879,"Nickerson, Sherry",Old Line Government Affairs LLC,FEi Systems,05/01/22-10/31/22,"$7,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,400.00"
A015798,"Nickerson, Sherry",Old Line Government Affairs LLC,Easton Utilities Commission,11/01/21-12/28/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015876,"Nickerson, Sherry",Old Line Government Affairs LLC,"NRG Energy, Inc.",11/01/21-04/30/22,"$32,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$32,200.00"
A015875,"Nickerson, Sherry",Old Line Government Affairs LLC,National Football League (NFL) c/o MultiState Associates Inc.,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015841,"Nickerson, Sherry",Old Line Government Affairs LLC,"Imperfect Foods, Inc.",05/01/22-10/31/22,"$3,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,000.00"
A020060,"Nickerson, Sherry",Old Line Government Affairs LLC,New Venture Fund,05/01/22-10/31/22,"$44,300.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$44,300.00"
A018657,"Nickerson, Sherry",Old Line Government Affairs LLC,Lori Scott,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015772,"Nickerson, Sherry",Old Line Government Affairs LLC,Cigar Association of america,11/01/21-04/30/22,"$7,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,500.00"
A015824,"Nickerson, Sherry",Old Line Government Affairs LLC,Wireless Infrastructure Association c/o MultiState Associates,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015825,"Nickerson, Sherry",Old Line Government Affairs LLC,Wireless Infrastructure Association c/o MultiState Associates,05/01/22-10/31/22,"$3,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,600.00"
A015831,"Nickerson, Sherry",Old Line Government Affairs LLC,Maryland Green Industry Council,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015877,"Nickerson, Sherry",Old Line Government Affairs LLC,"NRG Energy, Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015839,"Nickerson, Sherry",Old Line Government Affairs LLC,"PuppySpot Group, LLC",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018192,"Nicklas, Andrew","Adventist HealthCare, Inc.","Adventist HealthCare, Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018191,"Nicklas, Andrew","Adventist HealthCare, Inc.","Adventist HealthCare, Inc.",11/01/21-04/30/22,"$15,000.00","$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$17,500.00"
A019444,"Niehaus, Lauren",Trulieve,"Trulieve, Inc.",05/01/22-10/31/22,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,000.00"
A019443,"Niehaus, Lauren",Trulieve,"Trulieve, Inc.",12/01/21-04/30/22,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$874.50,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,874.50"
A015089,"Nielsen, Eric ",Association of Maryland Pilots,Association of Maryland Pilots,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A015090,"Nielsen, Eric ",Association of Maryland Pilots,Association of Maryland Pilots,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A021267,"Nugent, Mallory",Everytown for Gun Safety Action Fund,Everytown for Gun Safety Action Fund,05/01/22-10/31/22,$808.70,$0.00,$0.00,$0.00,$0.00,$0.00,$340.75,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,149.45"
A020380,"Nugent, Mallory",Everytown for Gun Safety Action Fund,Everytown for Gun Safety Action Fund,01/26/22-04/30/22,$664.02,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,488.93",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,152.95"
A013939,"O'Day, Garrett",Maryland Catholic Conference,Maryland Catholic Conference,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A013938,"O'Day, Garrett",Maryland Catholic Conference,Maryland Catholic Conference,11/01/21-04/30/22,"$27,788.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$27,788.00"
A020397,"O'Halloran, Michael","O'Halloran Consulting, LLC",Mid-Atlantic Petroleum Distributors Association,05/01/22-10/31/22,"$52,083.30","$52,083.30",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$104,166.60"
A020396,"O'Halloran, Michael","O'Halloran Consulting, LLC",Mid-Atlantic Petroleum Distributors Association,01/26/22-04/30/22,"$52,083.30",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$52,083.30"
A015389,"O'Halloran, Michael ",National Federation of Independent Business,National Federation of Independent Business,05/01/22-10/31/22,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A015388,"O'Halloran, Michael ",National Federation of Independent Business,National Federation of Independent Business,11/01/21-04/30/22,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,000.00"
A014290,"O'Keefe, Karen",Marijuana Policy Project,Marijuana Policy Project,05/01/22-10/31/22,$701.32,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$701.32
A014289,"O'Keefe, Karen",Marijuana Policy Project,Marijuana Policy Project,11/01/21-04/30/22,"$3,647.88",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,647.88"
A019851,"O'Keeffe, Kevin",Law Offices of Kevin O'Keeffe,IEC Chesapeake,05/01/22-10/31/22,"$14,460.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$14,460.00"
A019852,"O'Keeffe, Kevin",Law Offices of Kevin O'Keeffe,PepsiCo,01/02/22-04/30/22,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
A019849,"O'Keeffe, Kevin",Law Offices of Kevin O'Keeffe,"W.W. Grainger, Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019853,"O'Keeffe, Kevin",Law Offices of Kevin O'Keeffe,PepsiCo,05/01/22-10/31/22,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
A019848,"O'Keeffe, Kevin",Law Offices of Kevin O'Keeffe,"W.W. Grainger, Inc.",01/02/22-04/30/22,"$10,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,500.00"
A019850,"O'Keeffe, Kevin",Law Offices of Kevin O'Keeffe,IEC Chesapeake,01/02/22-04/30/22,"$16,820.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$16,820.00"
A018894,"Ochsenhirt, Lisa",AquaLaw,Maryland Municipal Stormwater Association,05/01/22-10/31/22,"$22,248.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$22,248.00"
A018892,"Ochsenhirt, Lisa",AquaLaw,Maryland Association of Municipal Wastewater Agencies,05/01/22-10/31/22,"$35,380.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$35,380.00"
A018891,"Ochsenhirt, Lisa",AquaLaw,Maryland Association of Municipal Wastewater Agencies,11/17/21-04/30/22,"$35,090.50",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$35,090.50"
A018893,"Ochsenhirt, Lisa",AquaLaw,Maryland Municipal Stormwater Association,11/17/21-04/30/22,"$14,121.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$14,121.00"
A015342,"Oddoye, Rodney",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/21-11/19/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020503,"Olds, Elizabeth",American Forest & Paper Association,American Forest & Paper Association,05/01/22-10/31/22,$604.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$604.00
A020502,"Olds, Elizabeth",American Forest & Paper Association,American Forest & Paper Association,02/01/22-04/30/22,"$5,394.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,394.00"
A021260,"Olsen, Maria",The Pels Law Firm,"Ben Porto & Son, Ltd.",08/08/22-10/31/22,$337.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$337.00
A014047,"Olsen, John",Internet Association,Internet Association,11/01/21-12/26/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020041,"Olszewski Sr, John",OK Strategies LLC,Summit Ridge Energy,01/11/22-04/30/22,"$36,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$36,000.00"
A020043,"Olszewski Sr, John",OK Strategies LLC,Vaughn Greene Funeral Services,01/11/22-03/31/22,"$9,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,000.00"
A020499,"Olszewski Sr, John",OK Strategies LLC,Baltimore Towing Inc.,02/03/22-04/30/22,"$6,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,000.00"
A014017,"Orr, Benjamin",Maryland Center on Economic Policy,Maryland Center on Economic Policy,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A014018,"Orr, Benjamin",Maryland Center on Economic Policy,Maryland Center on Economic Policy,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019059,"Overcash, Colton",Motorola Solutions,"Motorola Solutions, Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019058,"Overcash, Colton",Motorola Solutions,"Motorola Solutions, Inc.",11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019495,"Overturf, Matt",National Association of Mutual Insurance Companies (NAMIC),National Association of Mutual Insurance Companies (NAMIC),12/06/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019496,"Overturf, Matt",National Association of Mutual Insurance Companies (NAMIC),National Association of Mutual Insurance Companies (NAMIC),05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A013998,"Owusu-Acheaw, Pokuaa",Maryland State Education Association,Maryland State Education Association,05/01/22-06/15/22,"$1,307.44",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,307.44"
A013997,"Owusu-Acheaw, Pokuaa",Maryland State Education Association,Maryland State Education Association,11/01/21-04/30/22,"$42,164.94","$15,882.00",$0.00,$0.00,"$140,678.12",$47.82,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$198,772.88"
A019901,"Paddy, Michael",Maryland Hospital Association,Maryland Hospital Association,05/01/22-10/31/22,"$1,313.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,313.00"
A019900,"Paddy, Michael",Maryland Hospital Association,Maryland Hospital Association,01/03/22-04/30/22,"$13,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$375.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,375.00"
A020266,"Paliath, Tracey",Chimes International Ltd.,"Chimes, The",01/18/22-04/30/22,$567.30,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$567.30
A020267,"Paliath, Tracey",Chimes International Ltd.,"Chimes, The",05/01/22-07/19/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A021284,"Paliath, Tracey",Maryland Association of Community Services,Maryland Association of Community Services (MACS),08/17/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A014870,"Palya Wood, Nicole",Pharmaceutical Research & Manufacturers of America,Pharmaceutical Research & Manufacturers of America,11/01/21-04/30/22,"$1,153.85",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,153.85"
A014871,"Palya Wood, Nicole",Pharmaceutical Research & Manufacturers of America,Pharmaceutical Research & Manufacturers of America,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019994,"Paskel, Shanetta",Cornerstone Government Affairs,Johns Hopkins,01/07/22-04/30/22,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,000.00"
A019993,"Paskel, Shanetta",Cornerstone Government Affairs,"Prince George's County, Maryland",05/01/22-10/31/22,"$4,800.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,800.00"
A019992,"Paskel, Shanetta",Cornerstone Government Affairs,"Prince George's County, Maryland",01/07/22-04/30/22,"$5,760.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,760.00"
A019995,"Paskel, Shanetta",Cornerstone Government Affairs,Johns Hopkins,05/01/22-10/31/22,"$8,800.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,800.00"
A019987,"Paskel, Shanetta",Cornerstone Government Affairs,Susan G. Komen,05/01/22-10/31/22,"$4,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,600.00"
A019986,"Paskel, Shanetta",Cornerstone Government Affairs,Susan G. Komen,01/07/22-04/30/22,"$3,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,000.00"
A019566,"Patinella Jr., Frank",American Civil Liberties Union of Maryland,ACLU of Maryland,05/01/22-10/31/22,"$1,644.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,644.00"
A019565,"Patinella Jr., Frank",American Civil Liberties Union of Maryland,ACLU of Maryland,11/19/21-04/30/22,"$6,893.00",$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,993.00"
A019981,"Patton, Tyler",Verizon Communications,Verizon Communications,05/01/22-10/31/22,"$8,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,000.00"
A019980,"Patton, Tyler",Verizon Communications,Verizon Communications,01/07/22-04/30/22,"$18,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,000.00"
A018644,"Patton, Tyler",Maryland Broadband Cooperative ,Maryland Broadband Cooperative,11/01/21-12/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019045,"Paul, Cathryn","CASA de Maryland, Inc.","CASA de Maryland, Inc.",11/01/21-04/30/22,"$19,400.04","$17,021.15","$12,290.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$48,711.19"
A019046,"Paul, Cathryn","CASA de Maryland, Inc.","CASA de Maryland, Inc.",05/01/22-10/31/22,$0.00,"$8,361.67",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,361.67"
A019576,"Pennington, Steven",ANUA International ,ANUA International,05/01/22-10/31/22,"$24,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,000.00"
A019575,"Pennington, Steven",ANUA International ,ANUA International,12/13/21-04/30/22,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A020386,"Percy, Davion","Percy Public Affairs, LLC",Luminis Health,01/12/22-04/30/22,"$36,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$36,000.00"
A020387,"Percy, Davion","Percy Public Affairs, LLC",Luminis Health,05/01/22-10/31/22,"$63,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$63,000.00"
A020395,"Percy, Davion","Percy Public Affairs, LLC",Prince George's County Chamber of Commerce,05/01/22-10/31/22,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A020384,"Percy, Davion","Percy Public Affairs, LLC",Consumer Healthcare Products Association,01/12/22-04/30/22,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A020394,"Percy, Davion","Percy Public Affairs, LLC",Prince George's County Chamber of Commerce,01/12/22-04/30/22,"$3,333.32",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,333.32"
A020392,"Percy, Davion","Percy Public Affairs, LLC",Maryland Speech Language Hearing Association,01/12/22-04/30/22,"$2,080.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,080.00"
A020393,"Percy, Davion","Percy Public Affairs, LLC",Maryland Speech Language Hearing Association,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020388,"Percy, Davion","Percy Public Affairs, LLC",Affiliated Sante Group,01/12/22-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020385,"Percy, Davion","Percy Public Affairs, LLC",Consumer Healthcare Products Association,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A020391,"Percy, Davion","Percy Public Affairs, LLC",Maryland Community Action Partnership,05/01/22-10/31/22,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A020390,"Percy, Davion","Percy Public Affairs, LLC",Maryland Community Action Partnership,01/12/22-04/30/22,"$6,666.68",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,666.68"
A020389,"Percy, Davion","Percy Public Affairs, LLC",Affiliated Sante Group,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
