Form ID,Lobbyist/Registrant,clean_lobbyist_registrant,Organization/Firm,clean_organization_firm,Employer,clean_employer,Registration Period
R012349,"Troxell, Timothy Robert","Troxell, Timothy Robert",FirstEnergy,FirstEnergy,"FirstEnergy, Corp.","FirstEnergy, Corp.",11/01/22-10/31/23
R011077,"Troxell, Timothy Robert","Troxell, Timothy Robert",FirstEnergy,FirstEnergy,"FirstEnergy, Corp.","FirstEnergy, Corp.",12/08/21-10/31/22
R010812,"Tulkin, Josh ","Tulkin, Josh ",Sierra Club Maryland Chapter,Sierra Club Maryland Chapter,Sierra Club Maryland Chapter,Sierra Club Maryland Chapter,11/01/21-10/31/22
R004275,"Tulkin, Josh ","Tulkin, Josh ",Sierra Club Maryland Chapter,Sierra Club Maryland Chapter,Sierra Club Maryland Chapter,Sierra Club Maryland Chapter,11/26/20-10/31/21
R002590,"Tulkin, Josh ","Tulkin, Josh ",Sierra Club Maryland Chapter,Sierra Club Maryland Chapter,Sierra Club Maryland Chapter,Sierra Club Maryland Chapter,11/15/19-10/31/20
R010524,"Turnock, Kierstin ","Turnock, Kierstin ",Eastman Chemical Company,Eastman Chemical Company,Eastman Chemical Company,Eastman Chemical Company,11/01/21-10/31/22
R006471,"Valentino-Benitez, Ellen ","Valentino-Benitez, Ellen ","VBA, Inc.","VBA, Inc.",Mid-Atlantic Petroleum Distributors Association,Mid-Atlantic Petroleum Distributors Association,11/01/20-10/31/21
R015100,"Valentino-Benitez, Ellen ","Valentino-Benitez, Ellen ","VBA, Inc.","VBA, Inc.",Mid-Atlantic Petroleum Distributors Association,Mid-Atlantic Petroleum Distributors Association,11/01/22-10/31/23
R002460,"Valentino-Benitez, Ellen ","Valentino-Benitez, Ellen ","VBA, Inc.","VBA, Inc.",Mid-Atlantic Petroleum Distributors Association,Mid-Atlantic Petroleum Distributors Association,11/01/19-10/31/20
R010895,"Valentino-Benitez, Ellen ","Valentino-Benitez, Ellen ","VBA, Inc.","VBA, Inc.",Mid-Atlantic Petroleum Distributors Association,Mid-Atlantic Petroleum Distributors Association,11/01/21-10/31/22
R013638,"Venable, Victoria ","Venable, Victoria ",CCAN Action Fund,CCAN Action Fund,Chesapeake Climate Action Network Action Fund,Chesapeake Climate Action Network Action Fund,11/01/22-10/31/23
R008845,"Venable, Victoria ","Venable, Victoria ",CCAN Action Fund,CCAN Action Fund,CCAN Action Fund,CCAN Action Fund,11/01/21-05/01/22
R014093,"Vetter, Andrew ","Vetter, Andrew ","Schwartz, Metz, Wise & Kauffman, P.A.","Schwartz, Metz, Wise & Kauffman, P.A.",National Waste & Recycling Association,National Waste & Recycling Association,11/01/22-10/31/23
R014078,"Vetter, Andrew ","Vetter, Andrew ","Schwartz, Metz, Wise & Kauffman, P.A.","Schwartz, Metz, Wise & Kauffman, P.A.",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/22-10/31/23
R014098,"Vetter, Andrew ","Vetter, Andrew ","Schwartz, Metz, Wise & Kauffman, P.A.","Schwartz, Metz, Wise & Kauffman, P.A.","Waste Management, Inc.","Waste Management, Inc.",11/01/22-10/31/23
R008582,"Walker, Brady ","Walker, Brady ",Orsted North America Inc.,Orsted North America Inc.,"Orsted North America, Inc.","Orsted North America, Inc.",11/01/21-10/31/22
R012503,"Walker, Brady ","Walker, Brady ",Orsted North America Inc.,Orsted North America Inc.,"Orsted North America, Inc.","Orsted North America, Inc.",11/01/22-10/31/23
R003675,"Walker, Brady ","Walker, Brady ",Orsted North America Inc.,Orsted North America Inc.,"Orsted North America, Inc.","Orsted North America, Inc.",02/25/20-10/31/20
R004497,"Walker, Brady ","Walker, Brady ",Orsted North America Inc.,Orsted North America Inc.,"Orsted North America, Inc.","Orsted North America, Inc.",11/01/20-10/31/21
R003023,"Washington, Charles , Jr.","Washington, Charles , Jr.",Baltimore Gas & Electric,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,12/30/19-10/31/20
R008993,"Washington, Charles , Jr.","Washington, Charles , Jr.",Baltimore Gas & Electric,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/21-10/31/22
R008230,"Washington, Ryan ","Washington, Ryan ",AOBA,AOBA,AOBA,AOBA,11/01/21-10/31/22
R005349,"Washington, Charles , Jr.","Washington, Charles , Jr.",Baltimore Gas & Electric,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/20-10/31/21
R013024,"Washington, Charles , Jr.","Washington, Charles , Jr.",Baltimore Gas & Electric,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/22-10/31/23
R002715,"Weber, Joy ","Weber, Joy ",Orsted North America Inc.,Orsted North America Inc.,"Orsted Wind Power North America, Inc.","Orsted Wind Power North America, Inc.",11/01/19-10/31/20
R006412,"Weintraub, Jason F.","Weintraub, Jason F.",Gordon Feinblatt LLC,Gordon Feinblatt LLC,"Talen Energy Supply, LLC","Talen Energy Supply, LLC",11/11/20-10/31/21
R001755,"White, Josh ","White, Josh ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Washington Gas,Washington Gas,11/01/19-10/31/20
R008403,"White, Josh ","White, Josh ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"FirstEnergy, Corp.","FirstEnergy, Corp.",11/01/21-10/31/22
R008451,"White, Josh ","White, Josh ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Washington Gas,Washington Gas,11/01/21-10/31/22
R013545,"White, Josh ","White, Josh ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Public Service Enterprise Group,Public Service Enterprise Group,11/01/22-10/31/23
R004820,"White, Josh ","White, Josh ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Curtis Bay Energy,Curtis Bay Energy,11/01/20-10/31/21
R008434,"White, Josh ","White, Josh ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Public Service Enterprise Group,Public Service Enterprise Group,11/01/21-10/31/22
R000852,"White, Josh ","White, Josh ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"GenOn Mid-Atlantic, Inc.","GenOn Mid-Atlantic, Inc.",11/01/19-10/31/20
R005566,"White, Josh ","White, Josh ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"FirstEnergy, Corp.","FirstEnergy, Corp.",11/01/20-10/31/21
R005711,"White, Josh ","White, Josh ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Washington Gas,Washington Gas,11/01/20-10/31/21
R008405,"White, Josh ","White, Josh ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"GenOn Mid-Atlantic, Inc.","GenOn Mid-Atlantic, Inc.",11/01/21-10/31/22
R000843,"White, Josh ","White, Josh ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Curtis Bay Energy,Curtis Bay Energy,11/01/19-10/31/20
R000851,"White, Josh ","White, Josh ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,First Energy Service Company,First Energy Service Company,11/01/19-10/31/20
R005568,"White, Josh ","White, Josh ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"GenOn Mid-Atlantic, Inc.","GenOn Mid-Atlantic, Inc.",11/01/20-10/31/21
R013531,"White, Josh ","White, Josh ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"GenOn Mid-Atlantic, Inc.","GenOn Mid-Atlantic, Inc.",11/01/22-10/31/23
R014972,"Wiggins, Grason ","Wiggins, Grason ",Harris Jones & Malone,Harris Jones & Malone,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/22-10/31/23
R001124,"Wingo, Sally Ann","Wingo, Sally Ann",Capitol Strategies,"Capitol Strategies, LLC",Exelon Corporation,Exelon Corporation,11/01/19-10/31/20
R001109,"Wingo, Sally Ann","Wingo, Sally Ann",Capitol Strategies,"Capitol Strategies, LLC",Covanta Energy LLC,Covanta Energy LLC,11/01/19-10/31/20
R004845,"Wise, J. Steven","Wise, J. Steven","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/20-10/31/21
R000157,"Wise, J. Steven","Wise, J. Steven","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/19-10/31/20
R008881,"Wise, J. Steven","Wise, J. Steven","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.","Waste Management, Inc.","Waste Management, Inc.",11/01/21-10/31/22
R004968,"Wise, J. Steven","Wise, J. Steven","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.",National Waste & Recycling Association,National Waste & Recycling Association,11/01/20-10/31/21
R005009,"Wise, J. Steven","Wise, J. Steven","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.","Waste Management, Inc.","Waste Management, Inc.",11/01/20-10/31/21
R013085,"Wise, J. Steven","Wise, J. Steven","Schwartz, Metz, Wise & Kauffman, P.A.","Schwartz, Metz, Wise & Kauffman, P.A.","Waste Management, Inc.","Waste Management, Inc.",11/01/22-10/31/23
R013394,"Wise, J. Steven","Wise, J. Steven","Schwartz, Metz, Wise & Kauffman, P.A.","Schwartz, Metz, Wise & Kauffman, P.A.",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/22-10/31/23
R000188,"Wise, J. Steven","Wise, J. Steven","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.","Waste Management, Inc.","Waste Management, Inc.",11/01/19-10/31/20
R013083,"Wise, J. Steven","Wise, J. Steven","Schwartz, Metz, Wise & Kauffman, P.A.","Schwartz, Metz, Wise & Kauffman, P.A.",National Waste & Recycling Association,National Waste & Recycling Association,11/01/22-10/31/23
R008879,"Wise, J. Steven","Wise, J. Steven","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.",National Waste & Recycling Association,National Waste & Recycling Association,11/01/21-10/31/22
R000180,"Wise, J. Steven","Wise, J. Steven","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.",National Waste & Recycling Association,National Waste & Recycling Association,11/01/19-10/31/20
R008869,"Wise, J. Steven","Wise, J. Steven","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/21-10/31/22
R011782,"Wise, J. Steven","Wise, J. Steven","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.",Northern Virginia Electric Cooperative,Northern Virginia Electric Cooperative,02/25/22-10/31/22
R014465,"Wolf, Rebecca ","Wolf, Rebecca ",Food & Water Watch,Food & Water Watch,Food & Water Watch,Food & Water Watch,11/01/22-04/01/23
R012009,"Wurzel, Alex ","Wurzel, Alex ","Tanko Streetlighting, Inc.","Tanko Streetlighting, Inc.","Tanko Streetlighting, Inc.","Tanko Streetlighting, Inc.",06/07/22-10/31/22
R004009,"Zektick, Barbara Sharon","Zektick, Barbara Sharon","Z&C, LLC","Z&C, LLC","Orsted Wind Power North America, Inc.","Orsted Wind Power North America, Inc.",07/09/20-10/31/20
