form_id,lobbyist_registrant,organization_firm,employer,registration_period
R008663,"Stierhoff, John R.",Venable LLP,CareFirst BlueCross BlueShield,11/01/21-10/31/22
R011570,"Stierhoff, John R.",Venable LLP,Baltimore Public Markets Corporation,01/31/22-10/31/22
R008685,"Stierhoff, John R.",Venable LLP,"Cigna Corporate Services, LLC",11/01/21-10/31/22
R008695,"Stierhoff, John R.",Venable LLP,Maryland Alliance of Public Charter Schools,11/01/21-10/31/22
R008696,"Stierhoff, John R.",Venable LLP,Maryland Cemetery and Cremation Association,11/01/21-10/31/22
R008706,"Stierhoff, John R.",Venable LLP,"Maryland Defense Counsel, Inc.",11/01/21-10/31/22
R008711,"Stierhoff, John R.",Venable LLP,Maryland School for the Blind,11/01/21-10/31/22
R010888,"Stierhoff, John R.",Venable LLP,"Friendly Farm, Inc.",11/15/21-10/31/22
R012068,"Stierhoff, John R.",Venable LLP,"Magellan Healthcare, Inc.",07/18/22-10/31/22
R012067,"Stierhoff, John R.",Venable LLP,"MGM Resorts International Operations, Inc.",07/18/22-10/31/22
R008659,"Stierhoff, John R.",Venable LLP,Baltimore Museum of Art,11/01/21-10/31/22
R011168,"Stierhoff, John R.",Venable LLP,"Center for Hope, Inc.",12/15/21-10/31/22
R008684,"Stierhoff, John R.",Venable LLP,Fort Orange Press,11/01/21-10/31/22
R008690,"Stierhoff, John R.",Venable LLP,Marine Trades Association of Maryland,11/01/21-10/31/22
R010131,"Stierhoff, John R.",Venable LLP,Maryland Association of Community Services (MACS),11/01/21-10/31/22
R011433,"Stierhoff, John R.",Venable LLP,"Guaranteed Asset Protection Alliance, Inc. (GAPA)",01/10/22-10/31/22
R008686,"Stierhoff, John R.",Venable LLP,"Cognosante, LLC",11/01/21-10/31/22
R008567,"Stierhoff, John R.",Venable LLP,Maryland Food Bank,11/01/21-10/31/22
R008688,"Stierhoff, John R.",Venable LLP,Diageo,11/01/21-10/31/22
R010015,"Stone, Patrick","Otsuka America Pharmaceutical, Inc.","Otsuka America Pharmaceutical, Inc.",11/01/21-10/31/22
R011206,"Stover, Bradley R.","The Robinson Law Firm, LLC","Freedom Development, LLC",12/21/21-10/31/22
R011497,"Strand, Joy A","Green Leaf Medical, LLC","Green Leaf Medical, LLC",01/14/22-10/01/22
R008809,"Swanson, Brett",Grubhub Inc.,Grubhub Inc.,11/01/21-12/31/21
R011020,"Swiech-Laflamme, Lucille",Natural Resources Defense Council and its Affiliates (NRDC),Natural Resources Defense Council and its Affiliates,11/30/21-10/31/22
R011945,"Szabo, Carl M",NetChoice,NetChoice,05/05/22-10/31/22
R011010,"Tabuteau, Richard A","Tabuteau, LLC","Global Resource Recyclers, Inc.",12/01/21-02/28/22
R010146,"Tabuteau, Richard A","Tabuteau, LLC",Volvo Group North America,11/01/21-10/31/22
R010155,"Tabuteau, Richard A","Tabuteau, LLC",Baltimore's Promise,11/01/21-10/31/22
R010161,"Tabuteau, Richard A","Tabuteau, LLC","Serigor, Inc.",11/01/21-10/31/22
R010159,"Tabuteau, Richard A","Tabuteau, LLC",National Vote At Home Coalition,11/01/21-12/31/21
R010226,"Tabuteau, Richard A","Tabuteau, LLC","FLP Global Services, LLC",11/01/21-01/31/22
R010141,"Tabuteau, Richard A","Tabuteau, LLC",International Business Machines Corporation (IBM),11/01/21-10/31/22
R010151,"Tabuteau, Richard A","Tabuteau, LLC","Crowdstrike, Inc.",11/01/21-04/30/22
R010153,"Tabuteau, Richard A","Tabuteau, LLC",Rosendin Electric,11/01/21-10/31/22
R010305,"Tabuteau, Richard A","Bet on Black, LLC","Bet on Black, LLC",11/01/21-10/31/22
R012106,"Tabuteau, Richard A","Tabuteau, LLC",Ansarada USA Inc.,08/11/22-10/31/22
R012124,"Tabuteau, Richard A","Tabuteau, LLC","Pear Therapeutics (US), Inc.",08/22/22-10/31/22
R010144,"Tabuteau, Richard A","Tabuteau, LLC","Wheelabrator Technologies, Inc.",11/01/21-12/31/21
R011261,"Tabuteau, Richard A","Tabuteau, LLC","JusticeText, Inc.",01/01/22-04/30/22
R011587,"Tabuteau, Richard A","Tabuteau, LLC","Zscaler, Inc.",02/01/22-10/31/22
R011822,"Tabuteau, Richard A","Tabuteau, LLC","Global Resource Recyclers, Inc.",03/01/22-06/30/22
R012064,"Tabuteau, Richard A","Tabuteau, LLC","Catalyte, Inc.",07/15/22-10/31/22
R010142,"Talento, Katy",Alliance of Health Care Sharing Ministries,Alliance of Health Care Sharing Ministries,11/01/21-10/31/22
R011102,"Tarlau, Jimmy",People's Lobbying Group,Communities United,12/03/21-05/20/22
R010175,"Taylor, Allison",Kaiser Permanente,Kaiser Permanente,11/01/21-10/31/22
R010387,"Teffeau, Matthew",Choptank Electric Cooperative,"Choptank Electric Cooperative, Inc.",11/01/21-10/31/22
R011594,"Tejeda de Gomez, Jeanette","G.S. Proctor & Associates, Inc.","County Commissioners of Charles County, Maryland",02/01/22-10/31/22
R011597,"Tejeda de Gomez, Jeanette","G.S. Proctor & Associates, Inc.","Melwood Horticultural Training Center, Inc.",02/01/22-10/31/22
R011599,"Tejeda de Gomez, Jeanette","G.S. Proctor & Associates, Inc.","Pepco Holdings, Inc.",02/01/22-10/31/22
R011591,"Tejeda de Gomez, Jeanette","G.S. Proctor & Associates, Inc.","AAA Mid-Atlantic, Inc.",02/01/22-10/31/22
R011600,"Tejeda de Gomez, Jeanette","G.S. Proctor & Associates, Inc.","PF Growth Partners, LLC",02/01/22-10/31/22
R011595,"Tejeda de Gomez, Jeanette","G.S. Proctor & Associates, Inc.",College of Southern Maryland,02/01/22-10/31/22
R011601,"Tejeda de Gomez, Jeanette","G.S. Proctor & Associates, Inc.",United States Bomb Technician Association (USBTA),02/01/22-10/31/22
R011598,"Tejeda de Gomez, Jeanette","G.S. Proctor & Associates, Inc.",Maryland Pharmacists Association,02/01/22-10/31/22
R011240,"Thomas, Alexa Catherine",Maryland Association of Boards of Education,Maryland Association of Boards of Education,01/10/22-04/22/22
R012103,"Thomason, David","Strategic Partnerships, Inc.",Ansarada USA Inc.,08/10/22-10/31/22
R009599,"Thompson, Melvin R.",Restaurant Association of Maryland,Restaurant Association of Maryland,11/01/21-10/31/22
R011516,"Thompson, Lindsay",Thompson Ag Consulting,Bayer U.S. LLC,01/17/22-10/31/22
R011517,"Thompson, Lindsay",Thompson Ag Consulting,Maryland Grain Producers Association,01/17/22-10/31/22
R008170,"Tiburzi, Paul A",DLA Piper LLP (US),Commercial Auctioneers of Maryland,11/01/21-10/31/22
R008167,"Tiburzi, Paul A",DLA Piper LLP (US),BSC America,11/01/21-10/31/22
R008174,"Tiburzi, Paul A",DLA Piper LLP (US),Maryland Coalition of Title Insurers,11/01/21-10/31/22
R008172,"Tiburzi, Paul A",DLA Piper LLP (US),Health Facilities Association of Maryland,11/01/21-10/31/22
R008169,"Tiburzi, Paul A",DLA Piper LLP (US),"Columbia Association, Inc., The",11/01/21-10/31/22
R008173,"Tiburzi, Paul A",DLA Piper LLP (US),"Hughes Network Systems, LLC",11/01/21-10/31/22
R008171,"Tiburzi, Paul A",DLA Piper LLP (US),General Motors LLC,11/01/21-10/31/22
R008175,"Tiburzi, Paul A",DLA Piper LLP (US),Maryland Employers for Civil Justice Reform Coalition,11/01/21-10/31/22
R011676,"Tidwell, Mike",Chesapeake Climate Action Network Action Fund,Chesapeake Climate Action Network Action Fund,02/01/22-10/31/22
R010112,"Tiffin, Scott",Public Policy Partners,Licensed Clinical Professional Counselors of Maryland,11/01/21-10/31/22
R010603,"Tiffin, Scott",Public Policy Partners,Maryland Dental Action Coalition,11/01/21-10/31/22
R010106,"Tiffin, Scott",Public Policy Partners,Maryland Occupational Therapy Association,11/01/21-10/31/22
R012108,"Tiffin, Scott",Public Policy Partners,Bard College,08/11/22-10/31/22
R010600,"Tiffin, Scott",Public Policy Partners,Maryland Affiliate of the American College of Nurse Midwive,11/01/21-10/31/22
R010110,"Tiffin, Scott",Public Policy Partners,Planned Parenthood of Maryland,11/01/21-10/31/22
R010115,"Tiffin, Scott",Public Policy Partners,Maryland Nurses Association,11/01/21-10/31/22
R010113,"Tiffin, Scott",Public Policy Partners,Maryland School Psychologists' Association,11/01/21-06/06/22
R007959,"Tiffin, Scott",Public Policy Partners,"National Association of Social Workers, MD Chapter",11/01/21-10/31/22
R010602,"Tiffin, Scott",Public Policy Partners,Maryland Community Health System,11/01/21-10/31/22
R010604,"Tiffin, Scott",Public Policy Partners,"Coordinating Center, The",11/01/21-10/31/22
R011525,"Tiffin, Scott",Public Policy Partners,Disability Rights Maryland,01/24/22-10/31/22
R010166,"Tiffin, Scott",Public Policy Partners,Maryland Assembly on School Based Health Care,11/01/21-10/31/22
R010164,"Tiffin, Scott",Public Policy Partners,EveryLife Foundation for Rare Diseases,11/01/21-10/31/22
R008974,"Tildon, Maria",CareFirst BlueCross BlueShield,CareFirst BlueCross BlueShield,11/01/21-02/28/22
R011501,"Timoni, Michelle J",MWW Group,American Health Associates,01/14/22-10/31/22
R009144,"Todd, Jessica",Bayer U.S. LLC,Bayer U.S. LLC,11/01/21-10/31/22
R011734,"Tompsett Jr., Thomas R.",Harris Jones & Malone,"Arkema, Inc.",02/18/22-05/25/22
R011071,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Ancestry.com LLC,12/06/21-05/25/22
R011072,"Tompsett Jr., Thomas R.",Harris Jones & Malone,23andMe,12/06/21-05/25/22
R011366,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Madison Marquette Property Investments LLC,01/10/22-10/31/22
R012452,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Town of Centreville,10/07/22-10/31/22
R012058,"Tompsett Jr., Thomas R.",Harris Jones & Malone,"Replica, Inc.",07/12/22-10/31/22
R009510,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Maryland Psychiatric Society,11/01/21-10/31/22
R009527,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Vertex Pharmaceuticals Incorporated,11/01/21-10/31/22
R011858,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Housing Opportunity Commission,03/14/22-10/31/22
R009441,"Tompsett Jr., Thomas R.",Harris Jones & Malone,House of Ruth Maryland,11/01/21-10/31/22
R009528,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Visit Baltimore,11/01/21-10/31/22
R009522,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Planned Parenthood of Maryland,11/01/21-05/25/22
R009437,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Greater Baltimore Committee,11/01/21-06/30/22
R009433,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Community Associations Institute/Maryland Legislative Action Committee,11/01/21-10/31/22
R009521,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Norfolk Southern Corporation,11/01/21-10/31/22
R011236,"Tompsett Jr., Thomas R.",Harris Jones & Malone,RELX Group,12/27/21-10/31/22
R009516,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Maryland Automobile Insurance Fund,11/01/21-10/31/22
R009440,"Tompsett Jr., Thomas R.",Harris Jones & Malone,"Home Depot, Inc., The",11/01/21-10/31/22
R009504,"Tompsett Jr., Thomas R.",Harris Jones & Malone,"Literacy Lab, The",11/01/21-10/31/22
R011653,"Tompsett Jr., Thomas R.",Harris Jones & Malone,MCB Property Services Inc,02/07/22-10/31/22
R009520,"Tompsett Jr., Thomas R.",Harris Jones & Malone,"Maryland Minority Contractors Association, Inc.",11/01/21-10/31/22
R009509,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Maryland Medical Dispensary Association,11/01/21-10/31/22
R009525,"Tompsett Jr., Thomas R.",Harris Jones & Malone,"United Way of Central Maryland, Inc.",11/01/21-10/31/22
R009532,"Tompsett Jr., Thomas R.",Harris Jones & Malone,"Wheelabrator Technologies, Inc.",11/01/21-10/31/22
R009526,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Verizon Communications,11/01/21-10/31/22
R009442,"Tompsett Jr., Thomas R.",Harris Jones & Malone,"HMR of Maryland, LLC",11/01/21-10/31/22
R009523,"Tompsett Jr., Thomas R.",Harris Jones & Malone,"Smithfield Foods, Inc.",11/01/21-10/31/22
R009432,"Tompsett Jr., Thomas R.",Harris Jones & Malone,"Benevis, LLC",11/01/21-10/31/22
R012099,"Tompsett Jr., Thomas R.",Harris Jones & Malone,"Hudson Group (HG) Retail, LLC",08/05/22-10/31/22
R010948,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Mariner Finance,11/17/21-10/31/22
R011900,"Tompsett Jr., Thomas R.",Harris Jones & Malone,"Coalition for Genetic Data Protection, The",04/01/22-10/31/22
R011364,"Tompsett Jr., Thomas R.",Harris Jones & Malone,MarketPlace Development LP,01/10/22-06/17/22
R009431,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Beltway Fine Wine,11/01/21-10/31/22
R009436,"Tompsett Jr., Thomas R.",Harris Jones & Malone,"Gordian Group, The",11/01/21-10/31/22
R012089,"Tompsett Jr., Thomas R.",Harris Jones & Malone,"Elevance Health, and its Affiliates",07/26/22-10/31/22
R010939,"Tompsett Jr., Thomas R.",Harris Jones & Malone,"DoorDash, Inc.",11/17/21-10/31/22
R009444,"Tompsett Jr., Thomas R.",Harris Jones & Malone,James K. Davis,11/01/21-10/31/22
R009429,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Associated Builders & Contractors,11/01/21-10/31/22
R009533,"Tompsett Jr., Thomas R.",Harris Jones & Malone,McDonald's Corporation,11/01/21-10/31/22
R012057,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Quest Diagnostics,07/12/22-10/31/22
R009513,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Maryland Multi-Housing Association,11/01/21-10/31/22
R009530,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Washington Psychiatric Society,11/01/21-10/31/22
R009430,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Baltimore Industrial Group,11/01/21-10/31/22
R009439,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Harford County Government,11/01/21-10/31/22
R010947,"Tompsett Jr., Thomas R.",Harris Jones & Malone,"Joseph Smith & Sons, Inc.",11/17/21-10/31/22
R009519,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Maryland Land Title Association,11/01/21-10/31/22
R009508,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Moser Consulting,11/01/21-10/31/22
R009438,"Tompsett Jr., Thomas R.",Harris Jones & Malone,"Harris Jones & Malone, LLC",11/01/21-10/31/22
R009443,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Johns Hopkins,11/01/21-10/31/22
R009434,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Curtis Bay Medical Waste Services,11/01/21-10/31/22
R009524,"Tompsett Jr., Thomas R.",Harris Jones & Malone,"Turo, Inc.",11/01/21-10/31/22
R009529,"Tompsett Jr., Thomas R.",Harris Jones & Malone,"Walmart Stores, Inc.",11/01/21-10/31/22
R009427,"Tompsett Jr., Thomas R.",Harris Jones & Malone,AFT-Maryland,11/01/21-10/31/22
R009435,"Tompsett Jr., Thomas R.",Harris Jones & Malone,Eastman Chemical Company,11/01/21-10/31/22
R008832,"Townsend, Pegeen A.",MedStar Health,MedStar Health,11/01/21-10/31/22
R011077,"Troxell, Timothy Robert",FirstEnergy,"FirstEnergy, Corp.",12/08/21-10/31/22
R010812,"Tulkin, Josh",Sierra Club Maryland Chapter,Sierra Club Maryland Chapter,11/01/21-10/31/22
R010524,"Turnock, Kierstin",Eastman Chemical Company,Eastman Chemical Company,11/01/21-10/31/22
R011035,"Tyree, Ellen Nicole",League of Women Voters Maryland,League of Women Voters of Maryland,12/01/21-10/31/22
R009555,"Tyrrell, Joseph",Caesars Enterprise Services LLC,"Caesars Enterprise Services, LLC",11/01/21-10/31/22
R008127,University of Maryland Upper Chesapeake Health,"Beyer, Kimberly S",University of Maryland Upper Chesapeake Health,11/01/21-10/31/22
R010905,"Valentino-Benitez, Ellen","VBA, Inc.",Alliance of Health Care Sharing Ministries,11/01/21-06/29/22
R010953,"Valentino-Benitez, Ellen","VBA, Inc.",Manufacturers' Alliance of Maryland (MAM),11/01/21-10/31/22
R010909,"Valentino-Benitez, Ellen","VBA, Inc.",Owner-Operator Independent Drivers Association,11/01/21-10/31/22
R011379,"Valentino-Benitez, Ellen","VBA, Inc.","Mechanical Contractors Association of Maryland, Inc.",01/10/22-10/31/22
R010894,"Valentino-Benitez, Ellen","VBA, Inc.",Maryland-Delaware-DC Beverage Association,11/01/21-10/31/22
R010952,"Valentino-Benitez, Ellen","VBA, Inc.","Prince George's County, Maryland",12/08/21-10/31/22
R010908,"Valentino-Benitez, Ellen","VBA, Inc.",Mid-Atlantic NATO,11/01/21-10/31/22
R010907,"Valentino-Benitez, Ellen","VBA, Inc.",Capital One,11/01/21-10/31/22
R010895,"Valentino-Benitez, Ellen","VBA, Inc.",Mid-Atlantic Petroleum Distributors Association,11/01/21-10/31/22
R011062,"Vaughan, Regan K.",Catholic Charities,Catholic Charities,12/03/21-10/31/22
R008845,"Venable, Victoria",CCAN Action Fund,CCAN Action Fund,11/01/21-05/01/22
R011460,"Ventrudo, Mikaila",Mikaila Ventrudo,"One Call Concepts, Inc.",01/14/22-10/31/22
R008036,"Vernick, Nicolette Highsmith",The Horizon Foundation of Howard County,"Horizon Foundation of Howard County, Inc., The",11/01/21-10/31/22
R011113,"Voigt, Molly",Giffords,Giffords,12/23/21-04/14/22
R010687,"Voytek, Madeline",Maryland Chamber of Commerce,Maryland Chamber of Commerce,11/01/21-10/31/22
R009329,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.","Sims ARG, Inc.",11/01/21-10/31/22
R009416,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",SunSource Dispensary Coalition LLC,11/01/21-10/31/22
R009333,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",Quality Imaging Access Coalition of Maryland,11/01/21-10/31/22
R009331,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",Maryland Radiological Society,11/01/21-10/31/22
R009328,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",Association of Dental Support Organizations,11/01/21-10/31/22
R009332,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",University of Maryland Charles Regional Medical Center,11/01/21-10/31/22
R009330,"Vranian, Danielle M","Baxter, Baker, Sidle, Conn & Jones, P.A.",Heartland Dental,11/01/21-10/31/22
R008582,"Walker, Brady",Orsted North America Inc.,"Orsted North America, Inc.",11/01/21-10/31/22
R011339,"Walker, Stefan",The Politics Store,"Politics Store, The",01/07/22-10/31/22
R011456,"Wallace , K. Alexander","Z&C, LLC","Tusk/Montgomery Philanthropies, Inc.",01/13/22-10/31/22
R010659,"Wallace , K. Alexander","Z&C, LLC","Oracle America, Inc.",11/01/21-10/31/22
R010662,"Wallace , K. Alexander","Z&C, LLC",Potomac Valley Home Medical,11/01/21-10/31/22
R010661,"Wallace , K. Alexander","Z&C, LLC",Security Industry Association,11/01/21-10/31/22
R010663,"Wallace , K. Alexander","Z&C, LLC",Maryland Alliance of YMCA,11/01/21-10/31/22
R010664,"Wallace , K. Alexander","Z&C, LLC",BusPatrol America LLC,11/01/21-10/31/22
R010665,"Wallace , K. Alexander","Z&C, LLC",Baltimore Collegetown Network,11/01/21-10/31/22
R010658,"Wallace , K. Alexander","Z&C, LLC","Motorola Solutions, Inc.",11/01/21-10/31/22
R010996,"Wallerstedt, Anne",Maryland Food Bank,Maryland Food Bank,11/01/21-10/31/22
R009372,"Walmsley, Keith",Walmsley Strategies,Securities Industry Financial Markets Association (SIFMA),11/01/21-10/31/22
R009368,"Walmsley, Keith",Walmsley Strategies,Mid-Atlantic Financial Services Association,11/01/21-10/31/22
R009374,"Walmsley, Keith",Walmsley Strategies,Walmsley Strategies,11/01/21-10/31/22
R009355,"Walmsley, Keith",Walmsley Strategies,Bank of America Corporation,11/01/21-10/31/22
R009367,"Walmsley, Keith",Walmsley Strategies,Mallinckrodt Pharmaceuticals,11/01/21-11/30/21
R009373,"Walmsley, Keith",Walmsley Strategies,"Turo, Inc.",11/01/21-10/31/22
R009365,"Walmsley, Keith",Walmsley Strategies,Consumer Data Industry Association,11/01/21-10/31/22
R009370,"Walmsley, Keith",Walmsley Strategies,"SHI International, Corporation",11/01/21-10/31/22
R009369,"Walmsley, Keith",Walmsley Strategies,Microsoft Corporation,11/01/21-10/31/22
R009366,"Walmsley, Keith",Walmsley Strategies,Fiserv,11/01/21-10/31/22
